Geo Point;Geo Shape;Wärmeversorgung
47.43369153091939,9.398289507405618;"{""coordinates"": [[[9.398803323381912, 47.43419678896218], [9.399177716953975, 47.433903402746196], [9.398829780780858, 47.43370159273439], [9.398745711527376, 47.433661506785114], [9.398656199781213, 47.433751212124655], [9.398335323385076, 47.43363062449511], [9.398598958460774, 47.43331810115382], [9.398257294423306, 47.43319319644422], [9.398316917466259, 47.433131519606896], [9.397932630970345, 47.43296999053221], [9.39782676962263, 47.43308380512844], [9.397632991413898, 47.43333212858552], [9.397470473305377, 47.43353532437772], [9.397674162838406, 47.433609146493644], [9.398162947157536, 47.433806233030964], [9.397922671175245, 47.43409969077058], [9.397977578000846, 47.43409642985988], [9.39830215931797, 47.434223955257785], [9.398569407421645, 47.43438278941076], [9.398803323381912, 47.43419678896218]]], ""type"": ""Polygon""}";Fernwärme Ausbau 2020 bis 2025
47.43379890653902,9.397114264633418;"{""coordinates"": [[[9.397922671175245, 47.43409969077058], [9.398162947157536, 47.433806233030964], [9.397674162838406, 47.433609146493644], [9.397470473305377, 47.43353532437772], [9.397632991413898, 47.43333212858552], [9.397427793937105, 47.43327026182706], [9.397221975024747, 47.4335654553957], [9.396334716572294, 47.43329380987601], [9.396029969076475, 47.4337701194069], [9.396270138795073, 47.43384046519322], [9.396901353646113, 47.43401378607229], [9.396684269540978, 47.434140271024084], [9.396902074062695, 47.43433892097077], [9.397183005236162, 47.43410801567399], [9.397683519564374, 47.434330114749336], [9.397922671175245, 47.43409969077058]]], ""type"": ""Polygon""}";Fernwärme Endausbaupotential
47.441380096337404,9.390242917139933;"{""coordinates"": [[[9.391449189297898, 47.442047401748674], [9.391993417763675, 47.44183008344871], [9.391373623867596, 47.44149124308928], [9.390767136858937, 47.44106848620629], [9.389620562698607, 47.440743038362506], [9.389423937365214, 47.44053787289153], [9.388710234325075, 47.440413594389995], [9.388474423724873, 47.44032014529008], [9.38884505522688, 47.44086647887735], [9.390202582081859, 47.44207112482576], [9.390302442405769, 47.44206466169671], [9.390597066310422, 47.4421512662283], [9.390938007664925, 47.44216217119339], [9.391179295016645, 47.44213312096265], [9.391449189297898, 47.442047401748674]]], ""type"": ""Polygon""}";Wärmepumpen Erdsonde
47.44111082333047,9.396286988336179;"{""coordinates"": [[[9.397356009811585, 47.44115386870642], [9.397505852707583, 47.44102574261747], [9.397328814134251, 47.44075227792956], [9.39670125834862, 47.44031771766153], [9.396350186530507, 47.44050768530227], [9.3954658461645, 47.44015217674304], [9.395215983662553, 47.44063690093097], [9.395949932397853, 47.44096818324757], [9.395734074326983, 47.44110503621793], [9.395336438733533, 47.44097022881452], [9.395269428609028, 47.4414833647889], [9.395179667701745, 47.441748572640634], [9.396396196299413, 47.44191207076023], [9.397082156512656, 47.441723259002856], [9.397090964566539, 47.44171467973343], [9.397092480616505, 47.441709390890146], [9.397111421587692, 47.4416947200265], [9.397277614266846, 47.44153263307841], [9.397321517740364, 47.44130662594806], [9.397349812123258, 47.44116094628064], [9.397355507427381, 47.44115643232592], [9.397356009811585, 47.44115386870642]]], ""type"": ""Polygon""}";Fernwärme Endausbaupotential
47.4394153569414,9.399292892510221;"{""coordinates"": [[[9.400223457414148, 47.43891769602969], [9.400223440941806, 47.4388622126014], [9.399527784718963, 47.438992818777315], [9.398572475059547, 47.439375309116585], [9.398246888979655, 47.439530680602886], [9.39872600516043, 47.43999727735016], [9.3992788061023, 47.43976382695341], [9.399805717371281, 47.43954153730695], [9.39980883800912, 47.43954021580623], [9.399832120368224, 47.439530401092085], [9.400129716186898, 47.43940258058468], [9.400223457414148, 47.43891769602969]]], ""type"": ""Polygon""}";Fernwärme Ausbau 2020 bis 2025
47.43177512323078,9.385876759627111;"{""coordinates"": [[[9.385540979805537, 47.431184946738064], [9.385261811631878, 47.43104703971125], [9.385075684668102, 47.43107962100773], [9.38492746246396, 47.43164944942299], [9.385140355561127, 47.43181210813172], [9.385615191406746, 47.43196493829001], [9.386538311331304, 47.432536420480844], [9.387054550533144, 47.43218580294233], [9.386221928817033, 47.43172137397183], [9.386179686492168, 47.431409795973266], [9.385746192350918, 47.43129930367008], [9.385540979805537, 47.431184946738064]]], ""type"": ""Polygon""}";Fernwärme Endausbaupotential
47.42534383304605,9.37693490164404;"{""coordinates"": [[[9.377325320872622, 47.424882466200245], [9.376643623532287, 47.42485360295657], [9.376540091736754, 47.42489564494055], [9.376512083091471, 47.42500461655474], [9.376367851939118, 47.425434852894895], [9.376330668249178, 47.425667990755045], [9.376880892588996, 47.425755543223346], [9.377052514830831, 47.42579539081285], [9.377385052404332, 47.42589521985479], [9.377420113854864, 47.42560321484967], [9.377461863678313, 47.42536999995124], [9.377413329707263, 47.425166207864564], [9.377325320872622, 47.424882466200245]]], ""type"": ""Polygon""}";Fernwärme Endausbaupotential
47.406272090477096,9.332710821932215;"{""coordinates"": [[[9.33493514144319, 47.40651439324083], [9.33458328377679, 47.40629087607169], [9.334508506053405, 47.40624337664578], [9.33416857747139, 47.40621041226156], [9.33406268416527, 47.406200147936396], [9.33317105548448, 47.406113676144955], [9.33259632092835, 47.40601948375383], [9.33257492661273, 47.406015983865146], [9.332077560740698, 47.40593446554749], [9.3311211618655, 47.40563168649671], [9.330412410861397, 47.40533027873327], [9.330365209547336, 47.40531020612511], [9.330297071706806, 47.40528122763372], [9.330023085412238, 47.405533412733085], [9.330076265557157, 47.405562870192746], [9.329890507278948, 47.40578327329654], [9.33065343935903, 47.406089240007944], [9.330940160003756, 47.40619575315226], [9.331572101085591, 47.40637748173598], [9.332111850067852, 47.40647983692749], [9.332620403064675, 47.40654226954048], [9.332657336588099, 47.4063243019232], [9.333284944068676, 47.40638477073628], [9.333211288389284, 47.40682576813364], [9.333264471588983, 47.406855224112995], [9.335235164290467, 47.40702305865757], [9.335517084551768, 47.40705021584635], [9.335713096161962, 47.40685625659507], [9.335520260314775, 47.406810516387054], [9.335515676064118, 47.40680943107017], [9.335351027900396, 47.40677037121745], [9.335212934113137, 47.40669139732916], [9.335186438163475, 47.4066629976006], [9.33517899780823, 47.406655022636684], [9.33513179326018, 47.40660443490104], [9.33493514144319, 47.40651439324083]]], ""type"": ""Polygon""}";Wärmepumpen Erdsonde
47.404362799980895,9.33033584944316;"{""coordinates"": [[[9.330289896091456, 47.40465959603419], [9.330279388433569, 47.40457383088914], [9.330815539446405, 47.40457515398973], [9.331007407292587, 47.404526514555336], [9.330929756978932, 47.40443680206775], [9.330925448024376, 47.404315551096886], [9.331070847278797, 47.40421712877359], [9.331234181708911, 47.40419941043742], [9.331235514884508, 47.40419926264167], [9.331345293226885, 47.40418735175653], [9.330959128943567, 47.40400665280789], [9.330863913207951, 47.403841394148074], [9.330583834035826, 47.40392181520272], [9.330322839118963, 47.40391092065991], [9.330124175526185, 47.40418714475995], [9.329970793281504, 47.40427053699307], [9.329830117052358, 47.404293055756625], [9.32970943817216, 47.404249543558336], [9.329482607799912, 47.40415215064837], [9.329252819965852, 47.40418119238628], [9.329454913295791, 47.404420518870666], [9.329476222667118, 47.40443284655068], [9.329517001283394, 47.404456434411394], [9.329743802019879, 47.40458765562247], [9.33014733916895, 47.404838851783964], [9.330610785201749, 47.40509916885006], [9.33069614204121, 47.40498656179788], [9.33042321154179, 47.40484949417422], [9.330289896091456, 47.40465959603419]]], ""type"": ""Polygon""}";Wärmepumpen Erdsonde
47.42100366484827,9.34587091516753;"{""coordinates"": [[[9.3455612030894, 47.4217541128982], [9.346228530525703, 47.42148363241487], [9.346342824981235, 47.42156278860949], [9.347044828551102, 47.421270246552574], [9.34697991261907, 47.42123620415976], [9.346854668751204, 47.42107348741607], [9.347037992951364, 47.42063552001965], [9.346335728298405, 47.42080921017269], [9.346133628152664, 47.42072339728039], [9.345583524920789, 47.42017293997415], [9.34530313877463, 47.420327281811275], [9.345342616847264, 47.4203517674208], [9.345083038539745, 47.420505675395916], [9.345003505625, 47.420553860630676], [9.344947571309971, 47.42059103133681], [9.34489737292502, 47.42062883613396], [9.344880660215027, 47.42064261597329], [9.344864879968497, 47.420656893244455], [9.344850057393943, 47.42067163154491], [9.344840737520387, 47.42068196962228], [9.344832693922438, 47.420692781468645], [9.344825977339173, 47.42070400326997], [9.34482062493978, 47.42071556243937], [9.344818356685044, 47.4207251454266], [9.344817218383179, 47.42073481773636], [9.344817221350997, 47.420744525201414], [9.344818376583401, 47.420754204662984], [9.34482065500889, 47.42076378462645], [9.34482440641822, 47.42077192780008], [9.344829195737194, 47.42077981094033], [9.344834994216043, 47.42078737154397], [9.344841760178788, 47.42079455631768], [9.34484943870117, 47.42080131218668], [9.344857961288854, 47.42080757730325], [9.344899543248719, 47.420838245125935], [9.34493734852185, 47.420871908181454], [9.344922758166335, 47.420879436246814], [9.344955492980988, 47.42091587297229], [9.345000094639586, 47.42097570345571], [9.345184793955264, 47.421246715986115], [9.345251561399117, 47.42134469584722], [9.345370252474375, 47.421518516414295], [9.345431227179228, 47.42160279070894], [9.345497695479711, 47.421685363902995], [9.3455612030894, 47.4217541128982]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.40451034323022,9.34156090433737;"{""coordinates"": [[[9.342308246111958, 47.406121846568595], [9.342450098093273, 47.40608217231917], [9.342512699305527, 47.40602205866889], [9.342521311885024, 47.40602498464642], [9.342576475312853, 47.40604372457539], [9.342539900041483, 47.40599594252015], [9.342498313638082, 47.40598961934291], [9.342545359446438, 47.405755394922906], [9.342600197441795, 47.40560864394722], [9.34260791831765, 47.40557366307325], [9.342644828437395, 47.405509258405935], [9.342742504139432, 47.40532269220078], [9.342902312334926, 47.4050325831176], [9.342982798623954, 47.40490790114789], [9.343024654689819, 47.404855461529486], [9.343098095583006, 47.40481762485547], [9.343111962845938, 47.40447432086457], [9.343131196979215, 47.40436295613679], [9.34314993676408, 47.404251851460934], [9.343177352622662, 47.403956133095804], [9.343177366152156, 47.403946137413534], [9.34317802172673, 47.40379774216573], [9.343166186514305, 47.40371211667845], [9.343156545711171, 47.40366672474959], [9.343122343390869, 47.403570770786445], [9.343010280454706, 47.403359375690485], [9.342985508878984, 47.40331886653245], [9.342851586297773, 47.40312649102411], [9.342863412053466, 47.40306475788178], [9.342764557138272, 47.40308110611866], [9.342487001164852, 47.40312699405173], [9.34195770738558, 47.403232269584905], [9.341755326212484, 47.403283718736915], [9.341557478734781, 47.40333411219464], [9.341074230881636, 47.4034579412685], [9.339849103743774, 47.40341262246079], [9.339560680416726, 47.40346267671722], [9.339542853148734, 47.40346479641353], [9.339679447961032, 47.40413692211306], [9.340658919487824, 47.405525677879936], [9.340687834444719, 47.40556645216133], [9.341000898522669, 47.40588271718324], [9.3411529271304, 47.40606034764329], [9.341426606123534, 47.40614767075593], [9.341936174952828, 47.40613927690372], [9.342210562426171, 47.406107360866386], [9.342237087046662, 47.40613757592749], [9.342308246111958, 47.406121846568595]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.40266703474275,9.331840045355749;"{""coordinates"": [[[9.330636697823145, 47.40331435058934], [9.330754932223972, 47.40307989232361], [9.330859646190548, 47.40309333676733], [9.33097934128359, 47.40289927684893], [9.331249915736349, 47.402970669201885], [9.331358481244449, 47.40288295323862], [9.33165228297739, 47.402979236063565], [9.331758858726626, 47.402835943193686], [9.33209005583533, 47.40293667728099], [9.332154514069574, 47.402864843056406], [9.332244355582974, 47.40287853901411], [9.332329512137356, 47.4027608686537], [9.3326465293053, 47.40288204938167], [9.33271789077223, 47.402794942061035], [9.333274828629852, 47.40296273109237], [9.333652652148876, 47.40241082461773], [9.333188563679283, 47.40229014240192], [9.33245690361984, 47.402285594281366], [9.330666070978257, 47.402464618332935], [9.330278136813105, 47.402652958232316], [9.330174967361167, 47.4028922435375], [9.330334196734734, 47.40318282330958], [9.330636697823145, 47.40331435058934]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.405466088084644,9.335851545310918;"{""coordinates"": [[[9.33599433436026, 47.40613462132587], [9.336256258226685, 47.40603848019087], [9.336397278947043, 47.40605382446425], [9.336659705216414, 47.40597180809664], [9.336413199951066, 47.40533301007758], [9.336305922764907, 47.40480495126868], [9.336010550679482, 47.40483806168474], [9.335893848593424, 47.40492121932657], [9.33579992272816, 47.40476735125422], [9.335463062851495, 47.40480466831256], [9.335079424622181, 47.404842770281846], [9.334996941643595, 47.40501013299102], [9.335240910446377, 47.40514034208789], [9.335403947785382, 47.40577345034967], [9.335304101786042, 47.40589164295867], [9.335351787879707, 47.4059155832394], [9.335209824782448, 47.40602035125637], [9.335526604212639, 47.4061493734774], [9.335730271470485, 47.40617075242366], [9.33599433436026, 47.40613462132587]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.415426654488954,9.354852063096486;"{""coordinates"": [[[9.35511872287076, 47.41623348030633], [9.35555788701005, 47.415939845085774], [9.355638906069622, 47.41597902263159], [9.355880405456052, 47.41581810240777], [9.356532836713233, 47.41538337214837], [9.356490585594976, 47.415364739272874], [9.356314442439128, 47.41528704225833], [9.356110733612093, 47.41524991923106], [9.35610974623111, 47.41524973768623], [9.356001967967158, 47.415230095754104], [9.354034713976311, 47.41486563064629], [9.354005509598343, 47.41482829215887], [9.35351341022558, 47.41473655679844], [9.353247666521332, 47.415121561488185], [9.353791533266284, 47.415407238939416], [9.354589300835883, 47.41589917557034], [9.354773310918702, 47.41601537704106], [9.354800409647002, 47.41603248044366], [9.354873230156093, 47.41607847010789], [9.35511872287076, 47.41623348030633]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.42020984179839,9.364118360926003;"{""coordinates"": [[[9.364095137247824, 47.420668774736654], [9.364158417013849, 47.420586200134174], [9.36426856776753, 47.42059701421854], [9.364362819375794, 47.42045488622943], [9.364562342607323, 47.42053167784651], [9.364642879687242, 47.42046849140306], [9.364693131169195, 47.4203116399077], [9.364872754205813, 47.420010671034305], [9.364479396143247, 47.419899170881116], [9.363834480164323, 47.419874775387875], [9.363283422405672, 47.42006503375434], [9.363408035265177, 47.420207492193796], [9.363563905950784, 47.42029532293868], [9.363862255541292, 47.42041404111069], [9.363729111288585, 47.42057893977325], [9.363959414558414, 47.42066013192188], [9.364095137247824, 47.420668774736654]]], ""type"": ""Polygon""}";Fernwärme Erweiterung
